region_name,county_name,parish_name,candidate_name,candidate_votes_percentage,candidate_votes_count,parish_voters_percentage,parish_voters_count,parish_blank_percentage,parish_blank_count,parish_null_percentage,parish_null_count
Bragança,Bragança,Salsas,João Ferreira,0.0,0,18.54,81,1.23,1,1.23,1
Bragança,Bragança,Samil,Marcelo Rebelo de Sousa,56.19,218,36.07,395,1.52,6,0.25,1
Bragança,Bragança,Samil,André Ventura,19.59,76,36.07,395,1.52,6,0.25,1
Bragança,Bragança,Samil,Ana Gomes,11.86,46,36.07,395,1.52,6,0.25,1
Bragança,Bragança,Samil,Tiago Mayan Gonçalves,3.87,15,36.07,395,1.52,6,0.25,1
Bragança,Bragança,Samil,Marisa Matias,3.61,14,36.07,395,1.52,6,0.25,1
Bragança,Bragança,Samil,Vitorino Silva,2.58,10,36.07,395,1.52,6,0.25,1
Bragança,Bragança,Samil,João Ferreira,2.32,9,36.07,395,1.52,6,0.25,1
Bragança,Bragança,Santa Comba de Rossas,Marcelo Rebelo de Sousa,54.63,59,33.93,114,2.63,3,2.63,3
Bragança,Bragança,Santa Comba de Rossas,André Ventura,27.78,30,33.93,114,2.63,3,2.63,3
Bragança,Bragança,Santa Comba de Rossas,Ana Gomes,9.26,10,33.93,114,2.63,3,2.63,3
Bragança,Bragança,Santa Comba de Rossas,Marisa Matias,5.56,6,33.93,114,2.63,3,2.63,3
Bragança,Bragança,Santa Comba de Rossas,Vitorino Silva,1.85,2,33.93,114,2.63,3,2.63,3
Bragança,Bragança,Santa Comba de Rossas,João Ferreira,0.93,1,33.93,114,2.63,3,2.63,3
Bragança,Bragança,Santa Comba de Rossas,Tiago Mayan Gonçalves,0.0,0,33.93,114,2.63,3,2.63,3
Bragança,Bragança,São Julião de Palácios e Deilão,Marcelo Rebelo de Sousa,79.41,108,26.18,139,2.16,3,0.0,0
Bragança,Bragança,São Julião de Palácios e Deilão,André Ventura,12.5,17,26.18,139,2.16,3,0.0,0
Bragança,Bragança,São Julião de Palácios e Deilão,Ana Gomes,4.41,6,26.18,139,2.16,3,0.0,0
Bragança,Bragança,São Julião de Palácios e Deilão,Vitorino Silva,2.21,3,26.18,139,2.16,3,0.0,0
Bragança,Bragança,São Julião de Palácios e Deilão,João Ferreira,1.47,2,26.18,139,2.16,3,0.0,0
Bragança,Bragança,São Julião de Palácios e Deilão,Marisa Matias,0.0,0,26.18,139,2.16,3,0.0,0
Bragança,Bragança,São Julião de Palácios e Deilão,Tiago Mayan Gonçalves,0.0,0,26.18,139,2.16,3,0.0,0
Bragança,Bragança,São Pedro de Sarracenos,Marcelo Rebelo de Sousa,54.35,75,39.33,140,1.43,2,0.0,0
Bragança,Bragança,São Pedro de Sarracenos,André Ventura,21.01,29,39.33,140,1.43,2,0.0,0
Bragança,Bragança,São Pedro de Sarracenos,Ana Gomes,10.14,14,39.33,140,1.43,2,0.0,0
Bragança,Bragança,São Pedro de Sarracenos,Marisa Matias,5.8,8,39.33,140,1.43,2,0.0,0
Bragança,Bragança,São Pedro de Sarracenos,Vitorino Silva,5.07,7,39.33,140,1.43,2,0.0,0
Bragança,Bragança,São Pedro de Sarracenos,Tiago Mayan Gonçalves,2.9,4,39.33,140,1.43,2,0.0,0
Bragança,Bragança,São Pedro de Sarracenos,João Ferreira,0.72,1,39.33,140,1.43,2,0.0,0
Bragança,Bragança,"Sé, Santa Maria e Meixedo",Marcelo Rebelo de Sousa,53.44,3593,32.22,6858,1.27,87,0.69,47
Bragança,Bragança,"Sé, Santa Maria e Meixedo",André Ventura,18.08,1216,32.22,6858,1.27,87,0.69,47
Bragança,Bragança,"Sé, Santa Maria e Meixedo",Ana Gomes,15.75,1059,32.22,6858,1.27,87,0.69,47
Bragança,Bragança,"Sé, Santa Maria e Meixedo",Marisa Matias,3.7,249,32.22,6858,1.27,87,0.69,47
Bragança,Bragança,"Sé, Santa Maria e Meixedo",Vitorino Silva,3.15,212,32.22,6858,1.27,87,0.69,47
Bragança,Bragança,"Sé, Santa Maria e Meixedo",João Ferreira,2.97,200,32.22,6858,1.27,87,0.69,47
Bragança,Bragança,"Sé, Santa Maria e Meixedo",Tiago Mayan Gonçalves,2.9,195,32.22,6858,1.27,87,0.69,47
Bragança,Bragança,Sendas,Marcelo Rebelo de Sousa,77.78,56,36.82,74,1.35,1,1.35,1
Bragança,Bragança,Sendas,André Ventura,13.89,10,36.82,74,1.35,1,1.35,1
Bragança,Bragança,Sendas,Vitorino Silva,2.78,2,36.82,74,1.35,1,1.35,1
Bragança,Bragança,Sendas,Ana Gomes,2.78,2,36.82,74,1.35,1,1.35,1
Bragança,Bragança,Sendas,Marisa Matias,1.39,1,36.82,74,1.35,1,1.35,1
Bragança,Bragança,Sendas,João Ferreira,1.39,1,36.82,74,1.35,1,1.35,1
Bragança,Bragança,Sendas,Tiago Mayan Gonçalves,0.0,0,36.82,74,1.35,1,1.35,1
Bragança,Bragança,Serapicos,Marcelo Rebelo de Sousa,70.97,44,19.87,63,0.0,0,1.59,1
Bragança,Bragança,Serapicos,André Ventura,9.68,6,19.87,63,0.0,0,1.59,1
Bragança,Bragança,Serapicos,Vitorino Silva,8.06,5,19.87,63,0.0,0,1.59,1
Bragança,Bragança,Serapicos,Marisa Matias,3.23,2,19.87,63,0.0,0,1.59,1
Bragança,Bragança,Serapicos,Tiago Mayan Gonçalves,3.23,2,19.87,63,0.0,0,1.59,1
Bragança,Bragança,Serapicos,Ana Gomes,3.23,2,19.87,63,0.0,0,1.59,1
Bragança,Bragança,Serapicos,João Ferreira,1.61,1,19.87,63,0.0,0,1.59,1
Bragança,Bragança,Sortes,Marcelo Rebelo de Sousa,54.55,42,25.91,78,0.0,0,1.28,1
Bragança,Bragança,Sortes,André Ventura,15.58,12,25.91,78,0.0,0,1.28,1
Bragança,Bragança,Sortes,Ana Gomes,10.39,8,25.91,78,0.0,0,1.28,1
Bragança,Bragança,Sortes,Marisa Matias,7.79,6,25.91,78,0.0,0,1.28,1
Bragança,Bragança,Sortes,Vitorino Silva,6.49,5,25.91,78,0.0,0,1.28,1
Bragança,Bragança,Sortes,Tiago Mayan Gonçalves,2.6,2,25.91,78,0.0,0,1.28,1
Bragança,Bragança,Sortes,João Ferreira,2.6,2,25.91,78,0.0,0,1.28,1
Bragança,Bragança,Zoio,Marcelo Rebelo de Sousa,79.66,47,38.36,61,1.64,1,1.64,1
Bragança,Bragança,Zoio,André Ventura,10.17,6,38.36,61,1.64,1,1.64,1
Bragança,Bragança,Zoio,Vitorino Silva,5.08,3,38.36,61,1.64,1,1.64,1
Bragança,Bragança,Zoio,Ana Gomes,3.39,2,38.36,61,1.64,1,1.64,1
Bragança,Bragança,Zoio,Tiago Mayan Gonçalves,1.69,1,38.36,61,1.64,1,1.64,1
Bragança,Bragança,Zoio,Marisa Matias,0.0,0,38.36,61,1.64,1,1.64,1
Bragança,Bragança,Zoio,João Ferreira,0.0,0,38.36,61,1.64,1,1.64,1
Bragança,Carrazeda de Ansiães,Amedo e Zedes,Marcelo Rebelo de Sousa,72.19,109,32.64,157,1.27,2,2.55,4
Bragança,Carrazeda de Ansiães,Amedo e Zedes,André Ventura,9.93,15,32.64,157,1.27,2,2.55,4
Bragança,Carrazeda de Ansiães,Amedo e Zedes,Vitorino Silva,6.62,10,32.64,157,1.27,2,2.55,4
Bragança,Carrazeda de Ansiães,Amedo e Zedes,Ana Gomes,5.96,9,32.64,157,1.27,2,2.55,4
Bragança,Carrazeda de Ansiães,Amedo e Zedes,Marisa Matias,2.65,4,32.64,157,1.27,2,2.55,4
Bragança,Carrazeda de Ansiães,Amedo e Zedes,Tiago Mayan Gonçalves,1.32,2,32.64,157,1.27,2,2.55,4
Bragança,Carrazeda de Ansiães,Amedo e Zedes,João Ferreira,1.32,2,32.64,157,1.27,2,2.55,4
Bragança,Carrazeda de Ansiães,Belver e Mogo de Malta,Marcelo Rebelo de Sousa,67.4,122,45.79,185,1.08,2,1.08,2
Bragança,Carrazeda de Ansiães,Belver e Mogo de Malta,André Ventura,17.13,31,45.79,185,1.08,2,1.08,2
Bragança,Carrazeda de Ansiães,Belver e Mogo de Malta,Ana Gomes,6.63,12,45.79,185,1.08,2,1.08,2
Bragança,Carrazeda de Ansiães,Belver e Mogo de Malta,Marisa Matias,2.76,5,45.79,185,1.08,2,1.08,2
Bragança,Carrazeda de Ansiães,Belver e Mogo de Malta,Tiago Mayan Gonçalves,2.76,5,45.79,185,1.08,2,1.08,2
Bragança,Carrazeda de Ansiães,Belver e Mogo de Malta,Vitorino Silva,2.76,5,45.79,185,1.08,2,1.08,2
Bragança,Carrazeda de Ansiães,Belver e Mogo de Malta,João Ferreira,0.55,1,45.79,185,1.08,2,1.08,2
Bragança,Carrazeda de Ansiães,Carrazeda de Ansiães,Marcelo Rebelo de Sousa,58.78,365,40.84,644,2.48,16,1.09,7
Bragança,Carrazeda de Ansiães,Carrazeda de Ansiães,André Ventura,16.75,104,40.84,644,2.48,16,1.09,7
Bragança,Carrazeda de Ansiães,Carrazeda de Ansiães,Ana Gomes,13.53,84,40.84,644,2.48,16,1.09,7
Bragança,Carrazeda de Ansiães,Carrazeda de Ansiães,Marisa Matias,3.86,24,40.84,644,2.48,16,1.09,7
Bragança,Carrazeda de Ansiães,Carrazeda de Ansiães,Tiago Mayan Gonçalves,2.9,18,40.84,644,2.48,16,1.09,7
Bragança,Carrazeda de Ansiães,Carrazeda de Ansiães,Vitorino Silva,2.9,18,40.84,644,2.48,16,1.09,7
Bragança,Carrazeda de Ansiães,Carrazeda de Ansiães,João Ferreira,1.29,8,40.84,644,2.48,16,1.09,7
Bragança,Carrazeda de Ansiães,Castanheiro do Norte e Ribalonga,Marcelo Rebelo de Sousa,78.43,160,43.49,207,0.48,1,0.97,2
Bragança,Carrazeda de Ansiães,Castanheiro do Norte e Ribalonga,Vitorino Silva,8.33,17,43.49,207,0.48,1,0.97,2
Bragança,Carrazeda de Ansiães,Castanheiro do Norte e Ribalonga,André Ventura,6.37,13,43.49,207,0.48,1,0.97,2
Bragança,Carrazeda de Ansiães,Castanheiro do Norte e Ribalonga,Ana Gomes,3.92,8,43.49,207,0.48,1,0.97,2
Bragança,Carrazeda de Ansiães,Castanheiro do Norte e Ribalonga,João Ferreira,1.96,4,43.49,207,0.48,1,0.97,2
Bragança,Carrazeda de Ansiães,Castanheiro do Norte e Ribalonga,Marisa Matias,0.49,1,43.49,207,0.48,1,0.97,2
Bragança,Carrazeda de Ansiães,Castanheiro do Norte e Ribalonga,Tiago Mayan Gonçalves,0.49,1,43.49,207,0.48,1,0.97,2
Bragança,Carrazeda de Ansiães,Fonte Longa,Marcelo Rebelo de Sousa,71.43,75,38.35,107,0.93,1,0.93,1
Bragança,Carrazeda de Ansiães,Fonte Longa,André Ventura,11.43,12,38.35,107,0.93,1,0.93,1
Bragança,Carrazeda de Ansiães,Fonte Longa,Ana Gomes,8.57,9,38.35,107,0.93,1,0.93,1
Bragança,Carrazeda de Ansiães,Fonte Longa,Marisa Matias,2.86,3,38.35,107,0.93,1,0.93,1
Bragança,Carrazeda de Ansiães,Fonte Longa,Tiago Mayan Gonçalves,1.9,2,38.35,107,0.93,1,0.93,1
Bragança,Carrazeda de Ansiães,Fonte Longa,Vitorino Silva,1.9,2,38.35,107,0.93,1,0.93,1
Bragança,Carrazeda de Ansiães,Fonte Longa,João Ferreira,1.9,2,38.35,107,0.93,1,0.93,1
Bragança,Carrazeda de Ansiães,"Lavandeira, Beira Grande e Selores",Marcelo Rebelo de Sousa,77.06,131,41.51,176,1.7,3,1.7,3
Bragança,Carrazeda de Ansiães,"Lavandeira, Beira Grande e Selores",André Ventura,10.0,17,41.51,176,1.7,3,1.7,3
Bragança,Carrazeda de Ansiães,"Lavandeira, Beira Grande e Selores",Ana Gomes,8.82,15,41.51,176,1.7,3,1.7,3
Bragança,Carrazeda de Ansiães,"Lavandeira, Beira Grande e Selores",João Ferreira,1.76,3,41.51,176,1.7,3,1.7,3
Bragança,Carrazeda de Ansiães,"Lavandeira, Beira Grande e Selores",Vitorino Silva,1.18,2,41.51,176,1.7,3,1.7,3
Bragança,Carrazeda de Ansiães,"Lavandeira, Beira Grande e Selores",Marisa Matias,0.59,1,41.51,176,1.7,3,1.7,3
Bragança,Carrazeda de Ansiães,"Lavandeira, Beira Grande e Selores",Tiago Mayan Gonçalves,0.59,1,41.51,176,1.7,3,1.7,3
Bragança,Carrazeda de Ansiães,Linhares,Marcelo Rebelo de Sousa,67.28,109,38.81,170,0.59,1,4.12,7
Bragança,Carrazeda de Ansiães,Linhares,André Ventura,17.28,28,38.81,170,0.59,1,4.12,7
Bragança,Carrazeda de Ansiães,Linhares,Ana Gomes,4.94,8,38.81,170,0.59,1,4.12,7
Bragança,Carrazeda de Ansiães,Linhares,Marisa Matias,4.32,7,38.81,170,0.59,1,4.12,7
Bragança,Carrazeda de Ansiães,Linhares,Vitorino Silva,3.7,6,38.81,170,0.59,1,4.12,7
Bragança,Carrazeda de Ansiães,Linhares,João Ferreira,1.85,3,38.81,170,0.59,1,4.12,7
Bragança,Carrazeda de Ansiães,Linhares,Tiago Mayan Gonçalves,0.62,1,38.81,170,0.59,1,4.12,7
Bragança,Carrazeda de Ansiães,Marzagão,Marcelo Rebelo de Sousa,60.83,73,40.45,125,1.6,2,2.4,3
Bragança,Carrazeda de Ansiães,Marzagão,Ana Gomes,11.67,14,40.45,125,1.6,2,2.4,3
Bragança,Carrazeda de Ansiães,Marzagão,André Ventura,10.0,12,40.45,125,1.6,2,2.4,3
Bragança,Carrazeda de Ansiães,Marzagão,Vitorino Silva,10.0,12,40.45,125,1.6,2,2.4,3
Bragança,Carrazeda de Ansiães,Marzagão,Marisa Matias,4.17,5,40.45,125,1.6,2,2.4,3
Bragança,Carrazeda de Ansiães,Marzagão,Tiago Mayan Gonçalves,2.5,3,40.45,125,1.6,2,2.4,3
Bragança,Carrazeda de Ansiães,Marzagão,João Ferreira,0.83,1,40.45,125,1.6,2,2.4,3
Bragança,Carrazeda de Ansiães,Parambos,Marcelo Rebelo de Sousa,75.79,72,43.95,98,2.04,2,1.02,1
Bragança,Carrazeda de Ansiães,Parambos,Marisa Matias,6.32,6,43.95,98,2.04,2,1.02,1
Bragança,Carrazeda de Ansiães,Parambos,André Ventura,5.26,5,43.95,98,2.04,2,1.02,1
Bragança,Carrazeda de Ansiães,Parambos,Ana Gomes,5.26,5,43.95,98,2.04,2,1.02,1
Bragança,Carrazeda de Ansiães,Parambos,Vitorino Silva,4.21,4,43.95,98,2.04,2,1.02,1
Bragança,Carrazeda de Ansiães,Parambos,João Ferreira,2.11,2,43.95,98,2.04,2,1.02,1
Bragança,Carrazeda de Ansiães,Parambos,Tiago Mayan Gonçalves,1.05,1,43.95,98,2.04,2,1.02,1
Bragança,Carrazeda de Ansiães,Pereiros,Marcelo Rebelo de Sousa,61.8,55,43.6,92,3.26,3,0.0,0
Bragança,Carrazeda de Ansiães,Pereiros,André Ventura,11.24,10,43.6,92,3.26,3,0.0,0
Bragança,Carrazeda de Ansiães,Pereiros,Ana Gomes,10.11,9,43.6,92,3.26,3,0.0,0
Bragança,Carrazeda de Ansiães,Pereiros,Vitorino Silva,6.74,6,43.6,92,3.26,3,0.0,0
Bragança,Carrazeda de Ansiães,Pereiros,João Ferreira,4.49,4,43.6,92,3.26,3,0.0,0
Bragança,Carrazeda de Ansiães,Pereiros,Marisa Matias,3.37,3,43.6,92,3.26,3,0.0,0
Bragança,Carrazeda de Ansiães,Pereiros,Tiago Mayan Gonçalves,2.25,2,43.6,92,3.26,3,0.0,0
Bragança,Carrazeda de Ansiães,Pinhal do Norte,Marcelo Rebelo de Sousa,76.92,70,38.59,93,0.0,0,2.15,2
Bragança,Carrazeda de Ansiães,Pinhal do Norte,Ana Gomes,5.49,5,38.59,93,0.0,0,2.15,2
Bragança,Carrazeda de Ansiães,Pinhal do Norte,André Ventura,4.4,4,38.59,93,0.0,0,2.15,2
Bragança,Carrazeda de Ansiães,Pinhal do Norte,João Ferreira,4.4,4,38.59,93,0.0,0,2.15,2
Bragança,Carrazeda de Ansiães,Pinhal do Norte,Marisa Matias,3.3,3,38.59,93,0.0,0,2.15,2
Bragança,Carrazeda de Ansiães,Pinhal do Norte,Vitorino Silva,3.3,3,38.59,93,0.0,0,2.15,2
Bragança,Carrazeda de Ansiães,Pinhal do Norte,Tiago Mayan Gonçalves,2.2,2,38.59,93,0.0,0,2.15,2
Bragança,Carrazeda de Ansiães,Pombal,Marcelo Rebelo de Sousa,67.5,81,47.17,125,0.8,1,3.2,4
Bragança,Carrazeda de Ansiães,Pombal,André Ventura,12.5,15,47.17,125,0.8,1,3.2,4
Bragança,Carrazeda de Ansiães,Pombal,Ana Gomes,9.17,11,47.17,125,0.8,1,3.2,4
Bragança,Carrazeda de Ansiães,Pombal,Vitorino Silva,5.83,7,47.17,125,0.8,1,3.2,4
Bragança,Carrazeda de Ansiães,Pombal,Marisa Matias,3.33,4,47.17,125,0.8,1,3.2,4
Bragança,Carrazeda de Ansiães,Pombal,João Ferreira,1.67,2,47.17,125,0.8,1,3.2,4
Bragança,Carrazeda de Ansiães,Pombal,Tiago Mayan Gonçalves,0.0,0,47.17,125,0.8,1,3.2,4
Bragança,Carrazeda de Ansiães,Seixo de Ansiães,Marcelo Rebelo de Sousa,70.63,89,45.55,133,2.26,3,3.01,4
Bragança,Carrazeda de Ansiães,Seixo de Ansiães,André Ventura,12.7,16,45.55,133,2.26,3,3.01,4
Bragança,Carrazeda de Ansiães,Seixo de Ansiães,Ana Gomes,6.35,8,45.55,133,2.26,3,3.01,4
Bragança,Carrazeda de Ansiães,Seixo de Ansiães,Vitorino Silva,3.97,5,45.55,133,2.26,3,3.01,4
Bragança,Carrazeda de Ansiães,Seixo de Ansiães,Tiago Mayan Gonçalves,2.38,3,45.55,133,2.26,3,3.01,4
Bragança,Carrazeda de Ansiães,Seixo de Ansiães,João Ferreira,2.38,3,45.55,133,2.26,3,3.01,4
Bragança,Carrazeda de Ansiães,Seixo de Ansiães,Marisa Matias,1.59,2,45.55,133,2.26,3,3.01,4
Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira,Marcelo Rebelo de Sousa,67.25,115,33.52,177,1.13,2,2.26,4
Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira,André Ventura,14.04,24,33.52,177,1.13,2,2.26,4
Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira,Marisa Matias,5.85,10,33.52,177,1.13,2,2.26,4
Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira,Vitorino Silva,4.68,8,33.52,177,1.13,2,2.26,4
Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira,Ana Gomes,4.09,7,33.52,177,1.13,2,2.26,4
Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira,Tiago Mayan Gonçalves,3.51,6,33.52,177,1.13,2,2.26,4
Bragança,Carrazeda de Ansiães,Vilarinho da Castanheira,João Ferreira,0.58,1,33.52,177,1.13,2,2.26,4
Bragança,Freixo de Espada à Cinta,Freixo de Espada à Cinta e Mazouco,Marcelo Rebelo de Sousa,59.75,386,32.6,654,0.61,4,0.61,4
Bragança,Freixo de Espada à Cinta,Freixo de Espada à Cinta e Mazouco,André Ventura,17.65,114,32.6,654,0.61,4,0.61,4
Bragança,Freixo de Espada à Cinta,Freixo de Espada à Cinta e Mazouco,Ana Gomes,13.93,90,32.6,654,0.61,4,0.61,4
Bragança,Freixo de Espada à Cinta,Freixo de Espada à Cinta e Mazouco,Marisa Matias,3.56,23,32.6,654,0.61,4,0.61,4
Bragança,Freixo de Espada à Cinta,Freixo de Espada à Cinta e Mazouco,Tiago Mayan Gonçalves,2.01,13,32.6,654,0.61,4,0.61,4
Bragança,Freixo de Espada à Cinta,Freixo de Espada à Cinta e Mazouco,Vitorino Silva,2.01,13,32.6,654,0.61,4,0.61,4
Bragança,Freixo de Espada à Cinta,Freixo de Espada à Cinta e Mazouco,João Ferreira,1.08,7,32.6,654,0.61,4,0.61,4
Bragança,Freixo de Espada à Cinta,Lagoaça e Fornos,Marcelo Rebelo de Sousa,63.25,105,35.7,171,0.58,1,2.34,4
Bragança,Freixo de Espada à Cinta,Lagoaça e Fornos,André Ventura,13.25,22,35.7,171,0.58,1,2.34,4
Bragança,Freixo de Espada à Cinta,Lagoaça e Fornos,Ana Gomes,10.24,17,35.7,171,0.58,1,2.34,4
Bragança,Freixo de Espada à Cinta,Lagoaça e Fornos,Vitorino Silva,6.02,10,35.7,171,0.58,1,2.34,4
Bragança,Freixo de Espada à Cinta,Lagoaça e Fornos,Marisa Matias,3.61,6,35.7,171,0.58,1,2.34,4
Bragança,Freixo de Espada à Cinta,Lagoaça e Fornos,João Ferreira,2.41,4,35.7,171,0.58,1,2.34,4
Bragança,Freixo de Espada à Cinta,Lagoaça e Fornos,Tiago Mayan Gonçalves,1.2,2,35.7,171,0.58,1,2.34,4
Bragança,Freixo de Espada à Cinta,Ligares,Marcelo Rebelo de Sousa,80.0,92,36.25,116,0.0,0,0.86,1
Bragança,Freixo de Espada à Cinta,Ligares,Ana Gomes,6.96,8,36.25,116,0.0,0,0.86,1
Bragança,Freixo de Espada à Cinta,Ligares,André Ventura,4.35,5,36.25,116,0.0,0,0.86,1
Bragança,Freixo de Espada à Cinta,Ligares,Marisa Matias,2.61,3,36.25,116,0.0,0,0.86,1
Bragança,Freixo de Espada à Cinta,Ligares,Vitorino Silva,2.61,3,36.25,116,0.0,0,0.86,1
Bragança,Freixo de Espada à Cinta,Ligares,João Ferreira,2.61,3,36.25,116,0.0,0,0.86,1
Bragança,Freixo de Espada à Cinta,Ligares,Tiago Mayan Gonçalves,0.87,1,36.25,116,0.0,0,0.86,1
Bragança,Freixo de Espada à Cinta,Poiares,Marcelo Rebelo de Sousa,57.14,64,33.05,115,1.74,2,0.87,1
Bragança,Freixo de Espada à Cinta,Poiares,Ana Gomes,16.96,19,33.05,115,1.74,2,0.87,1
Bragança,Freixo de Espada à Cinta,Poiares,André Ventura,9.82,11,33.05,115,1.74,2,0.87,1
Bragança,Freixo de Espada à Cinta,Poiares,Vitorino Silva,6.25,7,33.05,115,1.74,2,0.87,1
Bragança,Freixo de Espada à Cinta,Poiares,Marisa Matias,5.36,6,33.05,115,1.74,2,0.87,1
Bragança,Freixo de Espada à Cinta,Poiares,Tiago Mayan Gonçalves,2.68,3,33.05,115,1.74,2,0.87,1
Bragança,Freixo de Espada à Cinta,Poiares,João Ferreira,1.79,2,33.05,115,1.74,2,0.87,1
Bragança,Macedo de Cavaleiros,Ala e Vilarinho do Monte,Marcelo Rebelo de Sousa,57.73,127,36.82,225,0.44,1,1.78,4
Bragança,Macedo de Cavaleiros,Ala e Vilarinho do Monte,André Ventura,23.64,52,36.82,225,0.44,1,1.78,4
Bragança,Macedo de Cavaleiros,Ala e Vilarinho do Monte,Vitorino Silva,8.18,18,36.82,225,0.44,1,1.78,4
Bragança,Macedo de Cavaleiros,Ala e Vilarinho do Monte,Ana Gomes,6.36,14,36.82,225,0.44,1,1.78,4
Bragança,Macedo de Cavaleiros,Ala e Vilarinho do Monte,Marisa Matias,3.18,7,36.82,225,0.44,1,1.78,4
Bragança,Macedo de Cavaleiros,Ala e Vilarinho do Monte,Tiago Mayan Gonçalves,0.45,1,36.82,225,0.44,1,1.78,4
Bragança,Macedo de Cavaleiros,Ala e Vilarinho do Monte,João Ferreira,0.45,1,36.82,225,0.44,1,1.78,4
Bragança,Macedo de Cavaleiros,Amendoeira,Marcelo Rebelo de Sousa,63.16,132,50.23,218,1.83,4,2.29,5
Bragança,Macedo de Cavaleiros,Amendoeira,André Ventura,14.83,31,50.23,218,1.83,4,2.29,5
Bragança,Macedo de Cavaleiros,Amendoeira,Ana Gomes,10.05,21,50.23,218,1.83,4,2.29,5
Bragança,Macedo de Cavaleiros,Amendoeira,Marisa Matias,4.78,10,50.23,218,1.83,4,2.29,5
Bragança,Macedo de Cavaleiros,Amendoeira,Vitorino Silva,3.35,7,50.23,218,1.83,4,2.29,5
Bragança,Macedo de Cavaleiros,Amendoeira,Tiago Mayan Gonçalves,2.39,5,50.23,218,1.83,4,2.29,5
Bragança,Macedo de Cavaleiros,Amendoeira,João Ferreira,1.44,3,50.23,218,1.83,4,2.29,5
Bragança,Macedo de Cavaleiros,Arcas,Marcelo Rebelo de Sousa,82.79,101,34.63,125,1.6,2,0.8,1
Bragança,Macedo de Cavaleiros,Arcas,André Ventura,9.02,11,34.63,125,1.6,2,0.8,1
Bragança,Macedo de Cavaleiros,Arcas,Vitorino Silva,4.1,5,34.63,125,1.6,2,0.8,1
Bragança,Macedo de Cavaleiros,Arcas,Ana Gomes,2.46,3,34.63,125,1.6,2,0.8,1
Bragança,Macedo de Cavaleiros,Arcas,Marisa Matias,0.82,1,34.63,125,1.6,2,0.8,1
Bragança,Macedo de Cavaleiros,Arcas,João Ferreira,0.82,1,34.63,125,1.6,2,0.8,1
Bragança,Macedo de Cavaleiros,Arcas,Tiago Mayan Gonçalves,0.0,0,34.63,125,1.6,2,0.8,1
Bragança,Macedo de Cavaleiros,Bornes e Burga,Marcelo Rebelo de Sousa,81.37,131,30.05,165,1.82,3,0.61,1
Bragança,Macedo de Cavaleiros,Bornes e Burga,Vitorino Silva,6.21,10,30.05,165,1.82,3,0.61,1
Bragança,Macedo de Cavaleiros,Bornes e Burga,André Ventura,5.59,9,30.05,165,1.82,3,0.61,1
Bragança,Macedo de Cavaleiros,Bornes e Burga,Marisa Matias,3.11,5,30.05,165,1.82,3,0.61,1
Bragança,Macedo de Cavaleiros,Bornes e Burga,Ana Gomes,3.11,5,30.05,165,1.82,3,0.61,1
Bragança,Macedo de Cavaleiros,Bornes e Burga,Tiago Mayan Gonçalves,0.62,1,30.05,165,1.82,3,0.61,1
Bragança,Macedo de Cavaleiros,Bornes e Burga,João Ferreira,0.0,0,30.05,165,1.82,3,0.61,1
Bragança,Macedo de Cavaleiros,Carrapatas,Marcelo Rebelo de Sousa,57.53,42,34.55,76,2.63,2,1.32,1
Bragança,Macedo de Cavaleiros,Carrapatas,André Ventura,15.07,11,34.55,76,2.63,2,1.32,1
Bragança,Macedo de Cavaleiros,Carrapatas,Vitorino Silva,15.07,11,34.55,76,2.63,2,1.32,1
Bragança,Macedo de Cavaleiros,Carrapatas,Tiago Mayan Gonçalves,5.48,4,34.55,76,2.63,2,1.32,1
Bragança,Macedo de Cavaleiros,Carrapatas,Ana Gomes,4.11,3,34.55,76,2.63,2,1.32,1
Bragança,Macedo de Cavaleiros,Carrapatas,João Ferreira,2.74,2,34.55,76,2.63,2,1.32,1
Bragança,Macedo de Cavaleiros,Carrapatas,Marisa Matias,0.0,0,34.55,76,2.63,2,1.32,1
Bragança,Macedo de Cavaleiros,Castelãos e Vilar do Monte,Marcelo Rebelo de Sousa,60.95,103,39.39,169,0.0,0,0.0,0
Bragança,Macedo de Cavaleiros,Castelãos e Vilar do Monte,André Ventura,18.34,31,39.39,169,0.0,0,0.0,0
Bragança,Macedo de Cavaleiros,Castelãos e Vilar do Monte,Ana Gomes,8.28,14,39.39,169,0.0,0,0.0,0
Bragança,Macedo de Cavaleiros,Castelãos e Vilar do Monte,João Ferreira,4.14,7,39.39,169,0.0,0,0.0,0
Bragança,Macedo de Cavaleiros,Castelãos e Vilar do Monte,Marisa Matias,3.55,6,39.39,169,0.0,0,0.0,0
Bragança,Macedo de Cavaleiros,Castelãos e Vilar do Monte,Tiago Mayan Gonçalves,2.37,4,39.39,169,0.0,0,0.0,0
Bragança,Macedo de Cavaleiros,Castelãos e Vilar do Monte,Vitorino Silva,2.37,4,39.39,169,0.0,0,0.0,0
Bragança,Macedo de Cavaleiros,Chacim,Marcelo Rebelo de Sousa,60.26,47,23.03,79,0.0,0,1.27,1
