region_name,county_name,parish_name,candidate_name,candidate_votes_percentage,candidate_votes_count,parish_voters_percentage,parish_voters_count,parish_blank_percentage,parish_blank_count,parish_null_percentage,parish_null_count
Faro,Olhão,Quelfes,João Ferreira,3.98,221,39.53,5655,0.9,51,0.81,46
Faro,Olhão,Quelfes,Vitorino Silva,2.37,132,39.53,5655,0.9,51,0.81,46
Faro,Olhão,Quelfes,Tiago Mayan Gonçalves,2.21,123,39.53,5655,0.9,51,0.81,46
Faro,Portimão,Alvor,Marcelo Rebelo de Sousa,55.52,1367,48.64,2507,1.24,31,0.56,14
Faro,Portimão,Alvor,André Ventura,19.66,484,48.64,2507,1.24,31,0.56,14
Faro,Portimão,Alvor,Ana Gomes,9.87,243,48.64,2507,1.24,31,0.56,14
Faro,Portimão,Alvor,Marisa Matias,5.16,127,48.64,2507,1.24,31,0.56,14
Faro,Portimão,Alvor,Tiago Mayan Gonçalves,3.98,98,48.64,2507,1.24,31,0.56,14
Faro,Portimão,Alvor,João Ferreira,3.7,91,48.64,2507,1.24,31,0.56,14
Faro,Portimão,Alvor,Vitorino Silva,2.11,52,48.64,2507,1.24,31,0.56,14
Faro,Portimão,Mexilhoeira Grande,Marcelo Rebelo de Sousa,61.11,1012,51.71,1695,0.94,16,1.36,23
Faro,Portimão,Mexilhoeira Grande,André Ventura,14.98,248,51.71,1695,0.94,16,1.36,23
Faro,Portimão,Mexilhoeira Grande,Ana Gomes,9.0,149,51.71,1695,0.94,16,1.36,23
Faro,Portimão,Mexilhoeira Grande,Marisa Matias,5.19,86,51.71,1695,0.94,16,1.36,23
Faro,Portimão,Mexilhoeira Grande,Vitorino Silva,4.47,74,51.71,1695,0.94,16,1.36,23
Faro,Portimão,Mexilhoeira Grande,João Ferreira,2.78,46,51.71,1695,0.94,16,1.36,23
Faro,Portimão,Mexilhoeira Grande,Tiago Mayan Gonçalves,2.48,41,51.71,1695,0.94,16,1.36,23
Faro,Portimão,Portimão,Marcelo Rebelo de Sousa,55.13,9703,44.05,17946,1.03,184,0.9,162
Faro,Portimão,Portimão,André Ventura,19.29,3395,44.05,17946,1.03,184,0.9,162
Faro,Portimão,Portimão,Ana Gomes,12.08,2126,44.05,17946,1.03,184,0.9,162
Faro,Portimão,Portimão,Marisa Matias,5.05,888,44.05,17946,1.03,184,0.9,162
Faro,Portimão,Portimão,João Ferreira,3.51,618,44.05,17946,1.03,184,0.9,162
Faro,Portimão,Portimão,Tiago Mayan Gonçalves,2.81,495,44.05,17946,1.03,184,0.9,162
Faro,Portimão,Portimão,Vitorino Silva,2.13,375,44.05,17946,1.03,184,0.9,162
Faro,São Brás de Alportel,São Brás de Alportel,Marcelo Rebelo de Sousa,57.04,2078,40.51,3722,1.32,49,0.81,30
Faro,São Brás de Alportel,São Brás de Alportel,André Ventura,17.65,643,40.51,3722,1.32,49,0.81,30
Faro,São Brás de Alportel,São Brás de Alportel,Ana Gomes,11.78,429,40.51,3722,1.32,49,0.81,30
Faro,São Brás de Alportel,São Brás de Alportel,Marisa Matias,4.47,163,40.51,3722,1.32,49,0.81,30
Faro,São Brás de Alportel,São Brás de Alportel,João Ferreira,3.93,143,40.51,3722,1.32,49,0.81,30
Faro,São Brás de Alportel,São Brás de Alportel,Vitorino Silva,3.18,116,40.51,3722,1.32,49,0.81,30
Faro,São Brás de Alportel,São Brás de Alportel,Tiago Mayan Gonçalves,1.95,71,40.51,3722,1.32,49,0.81,30
Faro,Silves,Alcantarilha e Pêra,Marcelo Rebelo de Sousa,59.97,1029,45.55,1762,1.42,25,1.19,21
Faro,Silves,Alcantarilha e Pêra,André Ventura,15.38,264,45.55,1762,1.42,25,1.19,21
Faro,Silves,Alcantarilha e Pêra,Ana Gomes,9.56,164,45.55,1762,1.42,25,1.19,21
Faro,Silves,Alcantarilha e Pêra,Marisa Matias,4.31,74,45.55,1762,1.42,25,1.19,21
Faro,Silves,Alcantarilha e Pêra,João Ferreira,4.31,74,45.55,1762,1.42,25,1.19,21
Faro,Silves,Alcantarilha e Pêra,Vitorino Silva,3.38,58,45.55,1762,1.42,25,1.19,21
Faro,Silves,Alcantarilha e Pêra,Tiago Mayan Gonçalves,3.09,53,45.55,1762,1.42,25,1.19,21
Faro,Silves,Algoz e Tunes,Marcelo Rebelo de Sousa,56.96,1268,45.11,2267,0.75,17,1.06,24
Faro,Silves,Algoz e Tunes,André Ventura,18.37,409,45.11,2267,0.75,17,1.06,24
Faro,Silves,Algoz e Tunes,Ana Gomes,9.21,205,45.11,2267,0.75,17,1.06,24
Faro,Silves,Algoz e Tunes,Marisa Matias,6.02,134,45.11,2267,0.75,17,1.06,24
Faro,Silves,Algoz e Tunes,João Ferreira,4.58,102,45.11,2267,0.75,17,1.06,24
Faro,Silves,Algoz e Tunes,Vitorino Silva,2.92,65,45.11,2267,0.75,17,1.06,24
Faro,Silves,Algoz e Tunes,Tiago Mayan Gonçalves,1.93,43,45.11,2267,0.75,17,1.06,24
Faro,Silves,Armação de Pêra,Marcelo Rebelo de Sousa,59.42,1113,40.75,1913,1.1,21,0.99,19
Faro,Silves,Armação de Pêra,André Ventura,18.26,342,40.75,1913,1.1,21,0.99,19
Faro,Silves,Armação de Pêra,Ana Gomes,9.45,177,40.75,1913,1.1,21,0.99,19
Faro,Silves,Armação de Pêra,Marisa Matias,4.38,82,40.75,1913,1.1,21,0.99,19
Faro,Silves,Armação de Pêra,João Ferreira,4.32,81,40.75,1913,1.1,21,0.99,19
Faro,Silves,Armação de Pêra,Vitorino Silva,2.35,44,40.75,1913,1.1,21,0.99,19
Faro,Silves,Armação de Pêra,Tiago Mayan Gonçalves,1.82,34,40.75,1913,1.1,21,0.99,19
Faro,Silves,São Bartolomeu de Messines,Marcelo Rebelo de Sousa,57.61,1435,38.26,2552,1.14,29,1.25,32
Faro,Silves,São Bartolomeu de Messines,André Ventura,15.9,396,38.26,2552,1.14,29,1.25,32
Faro,Silves,São Bartolomeu de Messines,Ana Gomes,9.23,230,38.26,2552,1.14,29,1.25,32
Faro,Silves,São Bartolomeu de Messines,João Ferreira,8.43,210,38.26,2552,1.14,29,1.25,32
Faro,Silves,São Bartolomeu de Messines,Marisa Matias,4.5,112,38.26,2552,1.14,29,1.25,32
Faro,Silves,São Bartolomeu de Messines,Vitorino Silva,2.41,60,38.26,2552,1.14,29,1.25,32
Faro,Silves,São Bartolomeu de Messines,Tiago Mayan Gonçalves,1.93,48,38.26,2552,1.14,29,1.25,32
Faro,Silves,São Marcos da Serra,Marcelo Rebelo de Sousa,65.67,220,37.98,357,2.24,8,3.92,14
Faro,Silves,São Marcos da Serra,André Ventura,8.66,29,37.98,357,2.24,8,3.92,14
Faro,Silves,São Marcos da Serra,João Ferreira,8.06,27,37.98,357,2.24,8,3.92,14
Faro,Silves,São Marcos da Serra,Ana Gomes,7.76,26,37.98,357,2.24,8,3.92,14
Faro,Silves,São Marcos da Serra,Marisa Matias,6.27,21,37.98,357,2.24,8,3.92,14
Faro,Silves,São Marcos da Serra,Vitorino Silva,2.69,9,37.98,357,2.24,8,3.92,14
Faro,Silves,São Marcos da Serra,Tiago Mayan Gonçalves,0.9,3,37.98,357,2.24,8,3.92,14
Faro,Silves,Silves,Marcelo Rebelo de Sousa,56.21,1941,39.9,3533,1.3,46,0.96,34
Faro,Silves,Silves,André Ventura,14.05,485,39.9,3533,1.3,46,0.96,34
Faro,Silves,Silves,Ana Gomes,9.73,336,39.9,3533,1.3,46,0.96,34
Faro,Silves,Silves,João Ferreira,9.27,320,39.9,3533,1.3,46,0.96,34
Faro,Silves,Silves,Marisa Matias,4.69,162,39.9,3533,1.3,46,0.96,34
Faro,Silves,Silves,Tiago Mayan Gonçalves,3.59,124,39.9,3533,1.3,46,0.96,34
Faro,Silves,Silves,Vitorino Silva,2.46,85,39.9,3533,1.3,46,0.96,34
Faro,Tavira,Cachopo,Marcelo Rebelo de Sousa,75.79,144,39.05,198,0.51,1,3.54,7
Faro,Tavira,Cachopo,André Ventura,10.0,19,39.05,198,0.51,1,3.54,7
Faro,Tavira,Cachopo,Ana Gomes,10.0,19,39.05,198,0.51,1,3.54,7
Faro,Tavira,Cachopo,João Ferreira,2.63,5,39.05,198,0.51,1,3.54,7
Faro,Tavira,Cachopo,Marisa Matias,1.05,2,39.05,198,0.51,1,3.54,7
Faro,Tavira,Cachopo,Tiago Mayan Gonçalves,0.53,1,39.05,198,0.51,1,3.54,7
Faro,Tavira,Cachopo,Vitorino Silva,0.0,0,39.05,198,0.51,1,3.54,7
Faro,Tavira,Conceição e Cabanas de Tavira,Marcelo Rebelo de Sousa,55.93,533,41.5,974,0.82,8,1.33,13
Faro,Tavira,Conceição e Cabanas de Tavira,Ana Gomes,15.11,144,41.5,974,0.82,8,1.33,13
Faro,Tavira,Conceição e Cabanas de Tavira,André Ventura,14.06,134,41.5,974,0.82,8,1.33,13
Faro,Tavira,Conceição e Cabanas de Tavira,Marisa Matias,5.77,55,41.5,974,0.82,8,1.33,13
Faro,Tavira,Conceição e Cabanas de Tavira,João Ferreira,3.46,33,41.5,974,0.82,8,1.33,13
Faro,Tavira,Conceição e Cabanas de Tavira,Vitorino Silva,3.04,29,41.5,974,0.82,8,1.33,13
Faro,Tavira,Conceição e Cabanas de Tavira,Tiago Mayan Gonçalves,2.62,25,41.5,974,0.82,8,1.33,13
Faro,Tavira,Luz de Tavira e Santo Estêvão,Marcelo Rebelo de Sousa,64.0,985,43.67,1563,0.77,12,0.77,12
Faro,Tavira,Luz de Tavira e Santo Estêvão,André Ventura,13.32,205,43.67,1563,0.77,12,0.77,12
Faro,Tavira,Luz de Tavira e Santo Estêvão,Ana Gomes,8.97,138,43.67,1563,0.77,12,0.77,12
Faro,Tavira,Luz de Tavira e Santo Estêvão,Marisa Matias,5.39,83,43.67,1563,0.77,12,0.77,12
Faro,Tavira,Luz de Tavira e Santo Estêvão,João Ferreira,3.44,53,43.67,1563,0.77,12,0.77,12
Faro,Tavira,Luz de Tavira e Santo Estêvão,Vitorino Silva,2.47,38,43.67,1563,0.77,12,0.77,12
Faro,Tavira,Luz de Tavira e Santo Estêvão,Tiago Mayan Gonçalves,2.4,37,43.67,1563,0.77,12,0.77,12
Faro,Tavira,Santa Catarina da Fonte do Bispo,Marcelo Rebelo de Sousa,71.77,394,42.39,554,0.36,2,0.54,3
Faro,Tavira,Santa Catarina da Fonte do Bispo,André Ventura,10.38,57,42.39,554,0.36,2,0.54,3
Faro,Tavira,Santa Catarina da Fonte do Bispo,Ana Gomes,7.65,42,42.39,554,0.36,2,0.54,3
Faro,Tavira,Santa Catarina da Fonte do Bispo,Marisa Matias,3.64,20,42.39,554,0.36,2,0.54,3
Faro,Tavira,Santa Catarina da Fonte do Bispo,Vitorino Silva,2.91,16,42.39,554,0.36,2,0.54,3
Faro,Tavira,Santa Catarina da Fonte do Bispo,João Ferreira,2.37,13,42.39,554,0.36,2,0.54,3
Faro,Tavira,Santa Catarina da Fonte do Bispo,Tiago Mayan Gonçalves,1.28,7,42.39,554,0.36,2,0.54,3
Faro,Tavira,Santa Luzia,Marcelo Rebelo de Sousa,58.89,341,47.22,585,0.68,4,0.34,2
Faro,Tavira,Santa Luzia,André Ventura,13.99,81,47.22,585,0.68,4,0.34,2
Faro,Tavira,Santa Luzia,Ana Gomes,11.74,68,47.22,585,0.68,4,0.34,2
Faro,Tavira,Santa Luzia,Marisa Matias,5.01,29,47.22,585,0.68,4,0.34,2
Faro,Tavira,Santa Luzia,João Ferreira,4.66,27,47.22,585,0.68,4,0.34,2
Faro,Tavira,Santa Luzia,Vitorino Silva,2.94,17,47.22,585,0.68,4,0.34,2
Faro,Tavira,Santa Luzia,Tiago Mayan Gonçalves,2.76,16,47.22,585,0.68,4,0.34,2
Faro,Tavira,Tavira (Santa Maria e Santiago),Marcelo Rebelo de Sousa,56.97,2921,42.11,5212,0.9,47,0.73,38
Faro,Tavira,Tavira (Santa Maria e Santiago),André Ventura,15.16,777,42.11,5212,0.9,47,0.73,38
Faro,Tavira,Tavira (Santa Maria e Santiago),Ana Gomes,13.83,709,42.11,5212,0.9,47,0.73,38
Faro,Tavira,Tavira (Santa Maria e Santiago),Marisa Matias,5.46,280,42.11,5212,0.9,47,0.73,38
Faro,Tavira,Tavira (Santa Maria e Santiago),João Ferreira,3.61,185,42.11,5212,0.9,47,0.73,38
Faro,Tavira,Tavira (Santa Maria e Santiago),Tiago Mayan Gonçalves,2.67,137,42.11,5212,0.9,47,0.73,38
Faro,Tavira,Tavira (Santa Maria e Santiago),Vitorino Silva,2.3,118,42.11,5212,0.9,47,0.73,38
Faro,Vila do Bispo,Barão de São Miguel,Marcelo Rebelo de Sousa,64.97,102,62.12,164,2.44,4,1.83,3
Faro,Vila do Bispo,Barão de São Miguel,Ana Gomes,10.83,17,62.12,164,2.44,4,1.83,3
Faro,Vila do Bispo,Barão de São Miguel,André Ventura,8.92,14,62.12,164,2.44,4,1.83,3
Faro,Vila do Bispo,Barão de São Miguel,Marisa Matias,5.73,9,62.12,164,2.44,4,1.83,3
Faro,Vila do Bispo,Barão de São Miguel,João Ferreira,5.73,9,62.12,164,2.44,4,1.83,3
Faro,Vila do Bispo,Barão de São Miguel,Vitorino Silva,2.55,4,62.12,164,2.44,4,1.83,3
Faro,Vila do Bispo,Barão de São Miguel,Tiago Mayan Gonçalves,1.27,2,62.12,164,2.44,4,1.83,3
Faro,Vila do Bispo,Budens,Marcelo Rebelo de Sousa,66.02,338,50.49,520,0.96,5,0.58,3
Faro,Vila do Bispo,Budens,André Ventura,10.55,54,50.49,520,0.96,5,0.58,3
Faro,Vila do Bispo,Budens,Ana Gomes,8.59,44,50.49,520,0.96,5,0.58,3
Faro,Vila do Bispo,Budens,Marisa Matias,5.47,28,50.49,520,0.96,5,0.58,3
Faro,Vila do Bispo,Budens,João Ferreira,3.91,20,50.49,520,0.96,5,0.58,3
Faro,Vila do Bispo,Budens,Vitorino Silva,3.13,16,50.49,520,0.96,5,0.58,3
Faro,Vila do Bispo,Budens,Tiago Mayan Gonçalves,2.34,12,50.49,520,0.96,5,0.58,3
Faro,Vila do Bispo,Sagres,Marcelo Rebelo de Sousa,58.64,387,43.66,675,1.33,9,0.89,6
Faro,Vila do Bispo,Sagres,André Ventura,15.76,104,43.66,675,1.33,9,0.89,6
Faro,Vila do Bispo,Sagres,Ana Gomes,11.52,76,43.66,675,1.33,9,0.89,6
Faro,Vila do Bispo,Sagres,João Ferreira,5.61,37,43.66,675,1.33,9,0.89,6
Faro,Vila do Bispo,Sagres,Tiago Mayan Gonçalves,3.48,23,43.66,675,1.33,9,0.89,6
Faro,Vila do Bispo,Sagres,Vitorino Silva,2.88,19,43.66,675,1.33,9,0.89,6
Faro,Vila do Bispo,Sagres,Marisa Matias,2.12,14,43.66,675,1.33,9,0.89,6
Faro,Vila do Bispo,Vila do Bispo e Raposeira,Marcelo Rebelo de Sousa,64.02,331,49.9,525,1.14,6,0.38,2
Faro,Vila do Bispo,Vila do Bispo e Raposeira,André Ventura,13.35,69,49.9,525,1.14,6,0.38,2
Faro,Vila do Bispo,Vila do Bispo e Raposeira,Ana Gomes,9.28,48,49.9,525,1.14,6,0.38,2
Faro,Vila do Bispo,Vila do Bispo e Raposeira,João Ferreira,5.61,29,49.9,525,1.14,6,0.38,2
Faro,Vila do Bispo,Vila do Bispo e Raposeira,Vitorino Silva,3.68,19,49.9,525,1.14,6,0.38,2
Faro,Vila do Bispo,Vila do Bispo e Raposeira,Marisa Matias,3.29,17,49.9,525,1.14,6,0.38,2
Faro,Vila do Bispo,Vila do Bispo e Raposeira,Tiago Mayan Gonçalves,0.77,4,49.9,525,1.14,6,0.38,2
Faro,Vila Real de Santo António,Monte Gordo,Marcelo Rebelo de Sousa,56.82,600,34.41,1068,0.66,7,0.47,5
Faro,Vila Real de Santo António,Monte Gordo,André Ventura,20.36,215,34.41,1068,0.66,7,0.47,5
Faro,Vila Real de Santo António,Monte Gordo,Ana Gomes,7.86,83,34.41,1068,0.66,7,0.47,5
Faro,Vila Real de Santo António,Monte Gordo,João Ferreira,7.1,75,34.41,1068,0.66,7,0.47,5
Faro,Vila Real de Santo António,Monte Gordo,Marisa Matias,4.26,45,34.41,1068,0.66,7,0.47,5
Faro,Vila Real de Santo António,Monte Gordo,Tiago Mayan Gonçalves,1.89,20,34.41,1068,0.66,7,0.47,5
Faro,Vila Real de Santo António,Monte Gordo,Vitorino Silva,1.7,18,34.41,1068,0.66,7,0.47,5
Faro,Vila Real de Santo António,Vila Nova de Cacela,Marcelo Rebelo de Sousa,61.93,711,35.97,1174,1.11,13,1.11,13
Faro,Vila Real de Santo António,Vila Nova de Cacela,André Ventura,14.72,169,35.97,1174,1.11,13,1.11,13
Faro,Vila Real de Santo António,Vila Nova de Cacela,Ana Gomes,10.1,116,35.97,1174,1.11,13,1.11,13
Faro,Vila Real de Santo António,Vila Nova de Cacela,João Ferreira,4.88,56,35.97,1174,1.11,13,1.11,13
Faro,Vila Real de Santo António,Vila Nova de Cacela,Marisa Matias,4.27,49,35.97,1174,1.11,13,1.11,13
Faro,Vila Real de Santo António,Vila Nova de Cacela,Vitorino Silva,2.79,32,35.97,1174,1.11,13,1.11,13
Faro,Vila Real de Santo António,Vila Nova de Cacela,Tiago Mayan Gonçalves,1.31,15,35.97,1174,1.11,13,1.11,13
Faro,Vila Real de Santo António,Vila Real de Santo António,Marcelo Rebelo de Sousa,52.81,1989,37.02,3830,1.02,39,0.65,25
Faro,Vila Real de Santo António,Vila Real de Santo António,André Ventura,16.06,605,37.02,3830,1.02,39,0.65,25
Faro,Vila Real de Santo António,Vila Real de Santo António,Ana Gomes,12.03,453,37.02,3830,1.02,39,0.65,25
Faro,Vila Real de Santo António,Vila Real de Santo António,João Ferreira,9.48,357,37.02,3830,1.02,39,0.65,25
Faro,Vila Real de Santo António,Vila Real de Santo António,Marisa Matias,5.66,213,37.02,3830,1.02,39,0.65,25
Faro,Vila Real de Santo António,Vila Real de Santo António,Vitorino Silva,2.18,82,37.02,3830,1.02,39,0.65,25
Faro,Vila Real de Santo António,Vila Real de Santo António,Tiago Mayan Gonçalves,1.78,67,37.02,3830,1.02,39,0.65,25
Guarda,Aguiar da Beira,Aguiar da Beira e Coruche,Marcelo Rebelo de Sousa,60.96,306,28.49,522,1.72,9,2.11,11
Guarda,Aguiar da Beira,Aguiar da Beira e Coruche,André Ventura,19.92,100,28.49,522,1.72,9,2.11,11
Guarda,Aguiar da Beira,Aguiar da Beira e Coruche,Ana Gomes,7.57,38,28.49,522,1.72,9,2.11,11
Guarda,Aguiar da Beira,Aguiar da Beira e Coruche,Vitorino Silva,4.58,23,28.49,522,1.72,9,2.11,11
Guarda,Aguiar da Beira,Aguiar da Beira e Coruche,Marisa Matias,3.78,19,28.49,522,1.72,9,2.11,11
Guarda,Aguiar da Beira,Aguiar da Beira e Coruche,Tiago Mayan Gonçalves,1.59,8,28.49,522,1.72,9,2.11,11
Guarda,Aguiar da Beira,Aguiar da Beira e Coruche,João Ferreira,1.59,8,28.49,522,1.72,9,2.11,11
Guarda,Aguiar da Beira,Carapito,Marcelo Rebelo de Sousa,68.5,87,30.66,134,2.99,4,2.24,3
Guarda,Aguiar da Beira,Carapito,André Ventura,18.11,23,30.66,134,2.99,4,2.24,3
Guarda,Aguiar da Beira,Carapito,Ana Gomes,5.51,7,30.66,134,2.99,4,2.24,3
Guarda,Aguiar da Beira,Carapito,Vitorino Silva,3.94,5,30.66,134,2.99,4,2.24,3
Guarda,Aguiar da Beira,Carapito,Marisa Matias,1.57,2,30.66,134,2.99,4,2.24,3
Guarda,Aguiar da Beira,Carapito,Tiago Mayan Gonçalves,1.57,2,30.66,134,2.99,4,2.24,3
Guarda,Aguiar da Beira,Carapito,João Ferreira,0.79,1,30.66,134,2.99,4,2.24,3
Guarda,Aguiar da Beira,Cortiçada,Marcelo Rebelo de Sousa,64.23,88,31.65,138,0.72,1,0.0,0
Guarda,Aguiar da Beira,Cortiçada,André Ventura,16.06,22,31.65,138,0.72,1,0.0,0
Guarda,Aguiar da Beira,Cortiçada,Ana Gomes,11.68,16,31.65,138,0.72,1,0.0,0
Guarda,Aguiar da Beira,Cortiçada,Vitorino Silva,4.38,6,31.65,138,0.72,1,0.0,0
Guarda,Aguiar da Beira,Cortiçada,Marisa Matias,2.19,3,31.65,138,0.72,1,0.0,0
Guarda,Aguiar da Beira,Cortiçada,Tiago Mayan Gonçalves,0.73,1,31.65,138,0.72,1,0.0,0
Guarda,Aguiar da Beira,Cortiçada,João Ferreira,0.73,1,31.65,138,0.72,1,0.0,0
Guarda,Aguiar da Beira,Dornelas,Marcelo Rebelo de Sousa,79.01,143,27.14,184,0.54,1,1.09,2
Guarda,Aguiar da Beira,Dornelas,André Ventura,12.71,23,27.14,184,0.54,1,1.09,2
Guarda,Aguiar da Beira,Dornelas,Vitorino Silva,3.87,7,27.14,184,0.54,1,1.09,2
Guarda,Aguiar da Beira,Dornelas,Marisa Matias,2.21,4,27.14,184,0.54,1,1.09,2
Guarda,Aguiar da Beira,Dornelas,Tiago Mayan Gonçalves,1.1,2,27.14,184,0.54,1,1.09,2
Guarda,Aguiar da Beira,Dornelas,Ana Gomes,1.1,2,27.14,184,0.54,1,1.09,2
Guarda,Aguiar da Beira,Dornelas,João Ferreira,0.0,0,27.14,184,0.54,1,1.09,2
Guarda,Aguiar da Beira,Eirado,Marcelo Rebelo de Sousa,67.82,59,38.2,89,2.25,2,0.0,0
Guarda,Aguiar da Beira,Eirado,André Ventura,13.79,12,38.2,89,2.25,2,0.0,0
Guarda,Aguiar da Beira,Eirado,Ana Gomes,9.2,8,38.2,89,2.25,2,0.0,0
Guarda,Aguiar da Beira,Eirado,Vitorino Silva,5.75,5,38.2,89,2.25,2,0.0,0
Guarda,Aguiar da Beira,Eirado,Tiago Mayan Gonçalves,2.3,2,38.2,89,2.25,2,0.0,0
Guarda,Aguiar da Beira,Eirado,Marisa Matias,1.15,1,38.2,89,2.25,2,0.0,0
Guarda,Aguiar da Beira,Eirado,João Ferreira,0.0,0,38.2,89,2.25,2,0.0,0
Guarda,Aguiar da Beira,Forninhos,Marcelo Rebelo de Sousa,68.63,35,23.5,51,0.0,0,0.0,0
Guarda,Aguiar da Beira,Forninhos,André Ventura,13.73,7,23.5,51,0.0,0,0.0,0
Guarda,Aguiar da Beira,Forninhos,Tiago Mayan Gonçalves,5.88,3,23.5,51,0.0,0,0.0,0
Guarda,Aguiar da Beira,Forninhos,Ana Gomes,5.88,3,23.5,51,0.0,0,0.0,0
Guarda,Aguiar da Beira,Forninhos,Vitorino Silva,3.92,2,23.5,51,0.0,0,0.0,0
Guarda,Aguiar da Beira,Forninhos,Marisa Matias,1.96,1,23.5,51,0.0,0,0.0,0
Guarda,Aguiar da Beira,Forninhos,João Ferreira,0.0,0,23.5,51,0.0,0,0.0,0
Guarda,Aguiar da Beira,Pena Verde,Marcelo Rebelo de Sousa,65.7,113,22.1,175,1.14,2,0.57,1
Guarda,Aguiar da Beira,Pena Verde,André Ventura,16.28,28,22.1,175,1.14,2,0.57,1
Guarda,Aguiar da Beira,Pena Verde,Tiago Mayan Gonçalves,6.4,11,22.1,175,1.14,2,0.57,1
Guarda,Aguiar da Beira,Pena Verde,Ana Gomes,4.65,8,22.1,175,1.14,2,0.57,1
Guarda,Aguiar da Beira,Pena Verde,Marisa Matias,3.49,6,22.1,175,1.14,2,0.57,1
Guarda,Aguiar da Beira,Pena Verde,Vitorino Silva,2.91,5,22.1,175,1.14,2,0.57,1
Guarda,Aguiar da Beira,Pena Verde,João Ferreira,0.58,1,22.1,175,1.14,2,0.57,1
Guarda,Aguiar da Beira,Pinheiro,Marcelo Rebelo de Sousa,67.12,49,23.57,74,1.35,1,0.0,0
Guarda,Aguiar da Beira,Pinheiro,André Ventura,12.33,9,23.57,74,1.35,1,0.0,0
Guarda,Aguiar da Beira,Pinheiro,Vitorino Silva,9.59,7,23.57,74,1.35,1,0.0,0
Guarda,Aguiar da Beira,Pinheiro,Ana Gomes,6.85,5,23.57,74,1.35,1,0.0,0
Guarda,Aguiar da Beira,Pinheiro,Marisa Matias,1.37,1,23.57,74,1.35,1,0.0,0
Guarda,Aguiar da Beira,Pinheiro,Tiago Mayan Gonçalves,1.37,1,23.57,74,1.35,1,0.0,0
Guarda,Aguiar da Beira,Pinheiro,João Ferreira,1.37,1,23.57,74,1.35,1,0.0,0
Guarda,Aguiar da Beira,Sequeiros e Gradiz,Marcelo Rebelo de Sousa,75.33,113,32.42,153,1.31,2,0.65,1
Guarda,Aguiar da Beira,Sequeiros e Gradiz,André Ventura,12.0,18,32.42,153,1.31,2,0.65,1
Guarda,Aguiar da Beira,Sequeiros e Gradiz,Ana Gomes,6.67,10,32.42,153,1.31,2,0.65,1
Guarda,Aguiar da Beira,Sequeiros e Gradiz,Vitorino Silva,2.0,3,32.42,153,1.31,2,0.65,1
Guarda,Aguiar da Beira,Sequeiros e Gradiz,João Ferreira,2.0,3,32.42,153,1.31,2,0.65,1
Guarda,Aguiar da Beira,Sequeiros e Gradiz,Tiago Mayan Gonçalves,1.33,2,32.42,153,1.31,2,0.65,1
Guarda,Aguiar da Beira,Sequeiros e Gradiz,Marisa Matias,0.67,1,32.42,153,1.31,2,0.65,1
Guarda,Aguiar da Beira,Souto de Aguiar da Beira e Valverde,Marcelo Rebelo de Sousa,76.22,141,36.49,189,1.59,3,0.53,1
Guarda,Aguiar da Beira,Souto de Aguiar da Beira e Valverde,André Ventura,11.35,21,36.49,189,1.59,3,0.53,1
Guarda,Aguiar da Beira,Souto de Aguiar da Beira e Valverde,Vitorino Silva,4.32,8,36.49,189,1.59,3,0.53,1
Guarda,Aguiar da Beira,Souto de Aguiar da Beira e Valverde,Ana Gomes,3.24,6,36.49,189,1.59,3,0.53,1
Guarda,Aguiar da Beira,Souto de Aguiar da Beira e Valverde,Tiago Mayan Gonçalves,2.7,5,36.49,189,1.59,3,0.53,1
Guarda,Aguiar da Beira,Souto de Aguiar da Beira e Valverde,Marisa Matias,1.08,2,36.49,189,1.59,3,0.53,1
Guarda,Aguiar da Beira,Souto de Aguiar da Beira e Valverde,João Ferreira,1.08,2,36.49,189,1.59,3,0.53,1
Guarda,Almeida,Almeida,Marcelo Rebelo de Sousa,60.38,221,34.03,375,1.87,7,0.53,2
Guarda,Almeida,Almeida,André Ventura,13.93,51,34.03,375,1.87,7,0.53,2
Guarda,Almeida,Almeida,Ana Gomes,10.11,37,34.03,375,1.87,7,0.53,2
Guarda,Almeida,Almeida,João Ferreira,7.1,26,34.03,375,1.87,7,0.53,2
Guarda,Almeida,Almeida,Marisa Matias,4.92,18,34.03,375,1.87,7,0.53,2
Guarda,Almeida,Almeida,Vitorino Silva,2.46,9,34.03,375,1.87,7,0.53,2
Guarda,Almeida,Almeida,Tiago Mayan Gonçalves,1.09,4,34.03,375,1.87,7,0.53,2
Guarda,Almeida,"Amoreira, Parada e Cabreira",Marcelo Rebelo de Sousa,80.88,110,42.33,138,0.72,1,0.72,1
Guarda,Almeida,"Amoreira, Parada e Cabreira",André Ventura,9.56,13,42.33,138,0.72,1,0.72,1
Guarda,Almeida,"Amoreira, Parada e Cabreira",Vitorino Silva,3.68,5,42.33,138,0.72,1,0.72,1
Guarda,Almeida,"Amoreira, Parada e Cabreira",João Ferreira,2.94,4,42.33,138,0.72,1,0.72,1
Guarda,Almeida,"Amoreira, Parada e Cabreira",Marisa Matias,1.47,2,42.33,138,0.72,1,0.72,1
Guarda,Almeida,"Amoreira, Parada e Cabreira",Tiago Mayan Gonçalves,0.74,1,42.33,138,0.72,1,0.72,1
Guarda,Almeida,"Amoreira, Parada e Cabreira",Ana Gomes,0.74,1,42.33,138,0.72,1,0.72,1
